2021-03-12 14:03:22.048989 Started
	log = true
	locators = 0:0:0:a, 0:0:0:b, 0:0:0:c
	nid = ffff:0:0:d
2021-03-12 14:03:23.573694 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x0ff\xe1\xe2]\xc8x\xb9y\x06\xe5$\xc8\xa2\xb7\xdci\xe0'...
2021-03-12 14:03:23.673389 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x10\xa4\xd4\xd5-RK\x9c:\xb6\xe8\x94{W\xfd_\xd5\x9b'...
2021-03-12 14:03:23.773379 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x11\x00K\xbe\x93(\xd4\xe0\xfc\x8a\x05\xcb\xcb\xea\xe9\x15\x19\x80'...
2021-03-12 14:03:23.873799 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x128\x10\x85\x95Uo\x9a\xf7b\x8c^O$LH\x1f\xb5'...
2021-03-12 14:03:23.973191 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x13\x9a\x88\x0c\x87\x16\tf\xc5\x19\x12\xd6K\xb9\xecU&\\'...
2021-03-12 14:03:24.072967 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b"\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x14\xc0\xf6\x12\xa5@W\x0es-l'\xe0`\x98\x7f\x12Z"...
2021-03-12 14:03:24.173394 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x15\x8e\xcbr\xcaW\xa8\xbdL\xb8.\xf94\xe0MU\xf9\xb6'...
2021-03-12 14:03:24.273264 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x16\xd8\xbeE\xb38x-\x9a\x14\xb0\n\xa0\xf9.sTw'...
2021-03-12 14:03:24.373317 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x17\xfa\xfdB\xcf*\x96(\x19\xac\x1c\x05\xa9\x98\xa1\xfc\x96\xb3'...
2021-03-12 14:03:24.473724 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x18\xfeS\xcef\xbbh1v\x1ea\x19)\xae\xb5\xc6\x0e9'...
2021-03-12 14:03:24.573369 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x19J\xfb\xb2\r\xca\x94\x86\x80F\x8dr\xda7k\xeb\x93\x0b'...
2021-03-12 14:03:24.678574 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1aD\xd1\\\x189*it0\xb8\x1cC\x7fY\xf6\x07\xf9'...
2021-03-12 14:03:24.773810 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b"\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1b\xa3<\xbe\x1b\xacZ\xf9\xe1'W\xb4\x92\x99#-St"...
2021-03-12 14:03:24.873178 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1ct\x97\xc2\xf7\x826\xd5\xa1ge\x92\x94\xab\xa1\xfe\xee\x01'...
2021-03-12 14:03:24.973408 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1d\xfe\x86\xd5MJ]\xf7\xcecQ\x13\x17\x84`\x9c\xdc.'...
2021-03-12 14:03:25.073796 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1es\x0c\x1co\xd40\xb3XY\x17-\x08@\x9a\x8a\xe2\xf6'...
2021-03-12 14:03:25.173179 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00\x1f\xc6[\x06_\xec,aF\x98\xc3\xd4o-\xf7E\x98\xbf'...
2021-03-12 14:03:25.273388 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00 n\xdf\xf5\x95\x08{\x16c0\xe3\xc3\xe59\xd3?\xed\xd6'...
2021-03-12 14:03:25.373936 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00!\x90\x95\xb4\x84\xf5\x83!\xda\x83\\\xa4\xc0q!\x07v '...
2021-03-12 14:03:25.473544 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00"w\xd6A\x04L%\x93\xeb\xe9\x85\xbd?\x9d\x89\x1f\t\xf5'...
2021-03-12 14:03:25.573388 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00#4\x87\xd6L\x1ejG<#4\xb0\x178\xdd\x1dC\xd8'...
2021-03-12 14:03:25.673844 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00$\x9fQ{\xb07\x98\xb5\xa0\xf8\x8a\xa3\xf5\xb9z\x1d\xdf\x92'...
2021-03-12 14:03:25.808205 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b"\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00%\xf5'X\xd0 <\xd3b\xbdz\xcdF#Ko\xce\x08"...
2021-03-12 14:03:25.873571 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00&\xc7\xdd\xd2s\xfdr\xca\xe0]\xf0\xf0x\x90\xb7\xac\xb0\x97'...
2021-03-12 14:03:25.973992 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b"\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00'm+\r\xc0+\\\x16s!\x7f\x8a\x7fg\xa2\x07L/"...
2021-03-12 14:03:26.073448 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00(0\x14\xe0k\\X+\x08\xec\xe1\xdd\x8dt\x0b\xff\x14\xd9'...
2021-03-12 14:03:26.173244 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00)\xea>\xe6\xb6]\xed[3\xc4j\x17\xc3\xfe\x04=D\x18'...
2021-03-12 14:03:26.273864 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00*\x9ex\x1a\xae\xba\x05\x9d3[\xb6Q\x05\x87\x9f\x1b\xd6\xfc'...
2021-03-12 14:03:26.373464 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00+0\xff>\x9b\xdb\x8a\x04t\x0b\xba\xfa\xc6\xf3\xd4dUa'...
2021-03-12 14:03:26.473487 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00,jF\xa6(\xa7t\xc5y\xcf\x9fL\x9fGA\x90H\x05'...
2021-03-12 14:03:26.573884 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00-\x11\xef\x9c\x03\xdd\x93\x0e\xd1\x0c]\xda\x01R\xf9\xf6g\xbd'...
2021-03-12 14:03:26.673404 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00.e9\xc6}Z\xa0\x17\tJH$\xa0\xd7\xe5\xde%\xfa'...
2021-03-12 14:03:26.773471 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00/\x89\xfe\xc0\xcc} T\x1c!\x83\xb4\xc5iN%-\xad'...
2021-03-12 14:03:26.873768 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x000\x7f}\x8bU\xe3\x19\xb7UF\xb0\xee\x1e\x1c\xbe\x10\xbfN'...
2021-03-12 14:03:26.973552 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x001\xa3\x99\xbb{\x941^w\x97\x92\xda6M{I]\xca'...
2021-03-12 14:03:27.073573 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b"\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x002w\x81y'\xcd\x840\xe2\xa9Hr\xbf\xf2\xf9\xde\xab\x1d"...
2021-03-12 14:03:27.173911 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x003^\x06W\xb317\xf3\x00\xde\xa2v:\xf8\xe3p\xc5\x82'...
2021-03-12 14:03:27.273492 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x004_\xe2\x88\xc8\xce\xfeZ\xd2\xe8B\xee\xa7p\xa1\xa38\xa9'...
2021-03-12 14:03:27.373504 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x005*\xba\x00\x0b\x90\xe4\xba\xc63\x99\xd3\xc9\xc7=Q\xfe\xc9'...
2021-03-12 14:03:27.473853 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x006\xc8r]r\xbc\x99X$\xd2\xe3\xc4%M\x84kv:'...
2021-03-12 14:03:27.573439 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00753\x0cE@\xaf7\x11C\xfe\xbd\xcb\x95\xa9\xc7\x88\x1f'...
2021-03-12 14:03:27.673518 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x008\xe0\x14\xcb\x05|gk\x02F\xb0\xeb5\x00\x8e\x00;~'...
2021-03-12 14:03:27.774007 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x009\x11i\xe8\xe6\xb4\x19e\xb14r\xc00T\xd8\xfa\tl'...
2021-03-12 14:03:27.873705 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00:d\xdd3\xba"\xc9\x94\xca0\xcd=\xd2\x1b)\x00\xc7\x03'...
2021-03-12 14:03:27.973652 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00;x\xdb\xce\x11iHi\xd8\x16^\xa5\xea]MX3\x0b'...
2021-03-12 14:03:28.073962 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00<\x16f\xa3\xc0\n\x80\xb4\xc9\x7f\xefb\xe0\xb3GA\x11\xca'...
2021-03-12 14:03:28.173529 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00=\xb4\x0cD\xe1\xc3\xcf!\xe8\x98N\xd8\xec\xeb\xd2\xca\xf4\xc7'...
2021-03-12 14:03:28.273931 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00>\xcf\x93\x01\xb5br\xbe\xcaP\x04\rUP\xdd\xf6#T'...
2021-03-12 14:03:28.373473 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00?\x15\x13\xbf\xe8Gu.\x8a\xac\xc1\xbe;\x1d\x1e%R.'...
2021-03-12 14:03:28.473508 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00@]\xcf\xf3m\x9e_\xfd\xcb\x11\x14\x13\xc9\x19(\x8e\xe0\x0e'...
2021-03-12 14:03:28.574060 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00A\xec;f\xb9H\x95q\xad\xc6\x81}>:A\xef\x1bw'...
2021-03-12 14:03:28.673583 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00B\xaf\t\n\x8e\xbd\x95\x18\x99\x87M\t;\x10\x92\x88\xdc.'...
2021-03-12 14:03:28.773509 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00C\x8c\xff\xdd\xfc\x8emzDZ1:\x82\xde\xba.6\x1f'...
2021-03-12 14:03:28.873980 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00D\xb0\xe0N\xacZ\x11\xbc\x14\xbc\xe4{\x90\x16\xc7\xe3\xdd\xb2'...
2021-03-12 14:03:28.973703 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00E\xd5?\xbc\xc3\xa6)\x07\x04z\x82\x82i\xa4]{o\xb6'...
2021-03-12 14:03:29.073536 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00F\xaf\x8e\x01\x10\xb4\x02\xb6/\xd8\xd3v\xf5\x1e14\xaf\xda'...
2021-03-12 14:03:29.173892 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00Gb\x96\xceWx\xbe\x02)\xcfTH$nJ\n?\xf5'...
2021-03-12 14:03:29.273538 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00H\xa6Rz\xf4s\xceC\xc04\x885\xb0X\xbe\x154;'...
2021-03-12 14:03:29.373642 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00I\xc8\xba%\x85t\xc2U6~\xa2>\xbd\x83\xd0\xe0\xa8['...
2021-03-12 14:03:29.473961 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00J\xe0\x0b\x90QB<T\x95\xd5 C?e\xde5\x10\xdd'...
2021-03-12 14:03:29.573542 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00KW_\xfa\xf3\xc0\x0fq\xfaPZ\xb8003>\xb4{'...
2021-03-12 14:03:29.679232 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00L\x04\xf9\x15a}(\xe4X\x8b\x93\x17Gm\x94)\xb6E'...
2021-03-12 14:03:29.774047 0:0:0:a:ffff:0:0:a%0:0:0:a                    <- *0:0:0:b:ffff:0:0:b%0:0:0:b    ( 1400, 42,  2) b'\x03\xe8\x03\xe8\x00\x00\x00\x00\x00\x00\x00M\xda\x97U\xdd\x08\xe5\x013p\xdf_\x07\xde\xf1\x80\x8a\xcc'...
